,Date,Capacity,Turnover,Open,High,Low,Close,Change,Trascation
0,2022-01-10,15979639,2346043879,146.0,147.8,145.4,147.55,0.95,
1,2022-01-11,17984061,2655717032,147.6,148.5,146.7,148.3,0.75,
