Date,Open,Close,High,Low,Turnover
2019-01-02,0.06131479140328691,0.06785934608266503,0.061596480201131426,0.08185705558949302,0.1073800954908689
2019-01-03,0.03539823008849554,0.059222702035780346,0.03771213073538655,0.07330482590103848,0.17582062488887196
2019-01-04,0.022756005056889978,0.04503392967304141,0.022627278441231892,0.05803298717165547,0.28667079251027805
2019-01-07,0.03223767383059415,0.066625539790253,0.03834066624764295,0.07330482590103848,0.19488804022535958
2019-01-08,0.0398230088495576,0.06292412091301676,0.039597737272155945,0.07697006719609038,0.14213987888550333
2019-01-09,0.03729456384323645,0.07958050586057992,0.05216844751728479,0.08185705558949302,0.15084772058350385
2019-01-10,0.048040455120101105,0.07711289327575571,0.04902576995600258,0.0885766646304215,0.02305395334597173
2019-01-11,0.054361567635903885,0.08574953732264039,0.05971087366436203,0.09651802076970074,0.1363556406538022
2019-01-14,0.05625790139064479,0.07958050586057992,0.055939660590823406,0.09163103237629812,0.06005680635771748
2019-01-15,0.051201011378002495,0.08760024676125859,0.06033940917661843,0.09529627367135,0.1585862396493936
2019-01-16,0.05878634639696594,0.0863664404688464,0.05908233815210562,0.09896151496640189,0.211209916393985
2019-01-17,0.05815423514538552,0.0863664404688464,0.061596480201131426,0.09651802076970074,0.13133311533182962
2019-01-18,0.06005056890012642,0.09130166563849483,0.06411062225015705,0.09957238851557736,0.10604564737317024
2019-01-21,0.06763590391908969,0.0980876002467613,0.07165304839723446,0.10995723885155774,0.13987068711280373
2019-01-22,0.04298356510745899,0.06785934608266503,0.042740414833438156,0.08002443494196698,0.1108920631900384
2019-01-23,0.03792667509481669,0.06354102405922278,0.03771213073538655,0.07819181429444112,0.07497632319051327
2019-01-24,0.03729456384323645,0.06785934608266503,0.039597737272155945,0.0794135613927917,0.03255328701670287
2019-01-25,0.045512010113779956,0.07958050586057992,0.05153991200502821,0.08918753817959679,0.08992833251240542
2019-01-28,0.05246523388116316,0.08143121529919814,0.055939660590823406,0.09529627367135,0.038301301674468394
2019-01-29,0.044247787610619475,0.07341147439851947,0.044626021370207374,0.08491142333536962,0.04640315585262877
2019-01-30,0.044247787610619475,0.07156076495990127,0.04588309239472037,0.08491142333536962,0.05873973023608452
2019-02-11,0.05499367888748413,0.08143121529919814,0.058453802639849214,0.09285277947464868,0.07995775461538873
2019-02-12,0.05499367888748413,0.08760024676125859,0.05971087366436203,0.09896151496640189,0.07360549481394262
2019-02-13,0.06257901390644757,0.08574953732264039,0.062225015713387836,0.09957238851557736,0.04353331019465727
2019-02-14,0.056890012642225034,0.08266502159161015,0.05971087366436203,0.09773976786805132,0.03573752159451131
